,description,number_rates,rating,price,url
191,NaturesPlus Animal Parade Source of Life Children's Multivitamin - Watermelon Flavor - 90 Animal Shaped Chewable Tablets (45 Servings),98,4.8,15.95,https://www.amazon.com/NaturesPlus-Animal-Parade-Childrens-Multivitamin/dp/B000Z949B2/ref=sr_1_156?keywords=multivitamin+for+kids&qid=1660952896&sr=8-156
192,"NaturesPlus Animal Parade Source of Life Gold Children's Multivitamin - Assorted Cherry, Orange & Grape Flavors - 120 Chewable Animal Shaped Tablets - Vegetarian, Gluten-Free - 60 Servings","1,434",4.6,27.65,https://www.amazon.com/Natures-Plus-Animal-Gold-Childrens-Multi-Vitamin/dp/B00553PALQ/ref=sr_1_157?keywords=multivitamin+for+kids&qid=1660952896&sr=8-157
193,"BaKol Vegan Chewable Multivitamin Gummies with 21 Multivitamins and Minerals - 60 Chewable Adult and Kids Vitamins for Immune Support, Healthy Teeth and Skin (Strawberry)",107,4.2,12.99,https://www.amazon.com/Chewable-Multivitamin-Gummies-Multivitamins-Minerals/dp/B09W8NDT52/ref=sr_1_158?keywords=multivitamin+for+kids&qid=1660952896&sr=8-158
194,"Kids Daily Iron+ Gummies by Squiggles 100ct. | All-Natural, Low Sugar, and Super Yummy | Daily Dose of Iron + Boost of Vitamins and Minerals.","1,221",4.4,22.95,https://www.amazon.com/Gummies-Squiggles-All-Natural-Vitamins-Minerals/dp/B07K6Y1BXK/ref=sr_1_159?keywords=multivitamin+for+kids&qid=1660952896&sr=8-159
195,"Kids Superfruit Vitamin Gummy | Kids Vitamins are Plant-Based, Vegan, Gluten-Free, Gelatin-Free | Fruits Include Acai, Banana, Apples, Mangos & More",50,4.4,16.97,https://www.amazon.com/Superfruit-Vitamin-Plant-Based-Gluten-Free-Gelatin-Free/dp/B09NXP4G56/ref=sr_1_160?keywords=multivitamin+for+kids&qid=1660952896&sr=8-160
196,"Nommy Bears MULTIVITAMIN Gelatin-Free Gummies: for Kids, Children, Teens, Nom Nom Yummy, 5 Delicious Flavors, 11 Essentials, Gluten-Free, Halal Certified, Mommy Approved, Bear Shapes, Vegetarian",624,4.7,19.50,https://www.amazon.com/Multivitamin-Vegetarian-Vitamins-Gluten-Free-Dairy-Free/dp/B06Y1JPLLS/ref=sr_1_161?keywords=multivitamin+for+kids&qid=1660952896&sr=8-161
197,Kids Multivitamin Omega-3 Topical Patches - 30 Days Supply,30,4.6,18.49,https://www.amazon.com/Kids-Multivitamin-Omega-3-Topical-Patches/dp/B09HTB4PHH/ref=sr_1_162?keywords=multivitamin+for+kids&qid=1660952896&sr=8-162
198,"Garden of Life Probiotics for Kids, Cherry Flavor Gummies - Sugar Free Once Daily Kids Probiotic Gummies, 3 Billion CFU Probiotics Plus Fiber for Digestive & Immune Health, 30 Vegetarian Gummies",282,4.6,20.99,https://www.amazon.com/Garden-Life-Probiotic-Billion-Gummies/dp/B07TN3LC5N/ref=sr_1_163?keywords=multivitamin+for+kids&qid=1660952896&rdc=1&sr=8-163
199,"NaturesPlus Animal Parade Source of Life Children's Chewable Multivitamin - 90 Animal-Shaped Tablets, Pack of 2 - Natural Assorted Flavors - Vegan, Gluten Free - 90 Total Servings",75,4.6,31.90,https://www.amazon.com/NaturesPlus-Animal-Childrens-Chewable-Multivitamin/dp/B01JKSHN6G/ref=sr_1_164?keywords=multivitamin+for+kids&qid=1660952896&sr=8-164
200,Pure Encapsulations Junior Nutrients | Multivitamin and Mineral Supplement Without Iron for Children Ages 4 and Up* | 120 Capsules,506,4.6,26.60,https://www.amazon.com/Pure-Encapsulations-Nutrients-Hypoallergenic-Multivitamin/dp/B004GY94BW/ref=sr_1_165?keywords=multivitamin+for+kids&qid=1660952896&sr=8-165
201,"Sundown Kids Disney Frozen 2 Multivitamin Gummies, Vitamins A, C, D, E, Gluten-Free, Dairy-Free, Peanut-Free, 60 Count","5,988",4.8,none,https://www.amazon.com/Sundown-Naturals-Kids-Complete-Multivitamin/dp/B06W9FYXD5/ref=sr_1_166?keywords=multivitamin+for+kids&qid=1660952896&sr=8-166
202,"Kids Multivitamin Gummies & Vegan Omega 3 Gummies for Kids Bundle by MaryRuth's | Immune Support | Omega 3 Supplement with Vitamin C, Vitamin E, Flaxseed Oil | Brain Health | No Fish Taste",5,5.0,42.32,https://www.amazon.com/Multivitamin-Gummies-MaryRuths-Supplement-Flaxseed/dp/B0B1GF214Z/ref=sr_1_167?keywords=multivitamin+for+kids&qid=1660952896&sr=8-167
203,"Herbaland Vegan Multivitamins Gummies for Kids - 10+ Essential Vitamins, Vitamin A, C, D3, E, B6, B12, Zinc, Sugar-Free Chewable Supplements for Toddlers - 4.4 Grams, Organic Fruit Flavor, 90 Count",166,4.6,14.00,https://www.amazon.com/HERBALAND-Kids-Multivitamin-Gummy-Count/dp/B076FGF7TY/ref=sr_1_168?keywords=multivitamin+for+kids&qid=1660952896&sr=8-168
204,"Wellvites Kids Multivitamin Gummies - Sugar Free, Vegan, Non-GMO – Vitamins for Kids - Vitamin A, D, B6, B12 and C - No Artificial Sweeteners, Gluten Free, Gelatin Free - 60 Count (30 Day Supply)",762,4.7,18.95,https://www.amazon.com/Wellvites-Multivitamin-Complete-Sugar-Vitamins/dp/B07NQRBV47/ref=sr_1_169?keywords=multivitamin+for+kids&qid=1660952896&sr=8-169
205,Vitamin C Supplement for Kids | USDA Organic Vitamin C Liquid Drops for Kids Ages 1-3 | Vitamin for Immune Support & Overall Health | Vegan | Non-GMO | Gluten Free | 1 Fl Oz,"1,471",4.8,20.95,https://www.amazon.com/Organic-Vitamin-Liquid-MaryRuths-Support/dp/B087DRSXBG/ref=sr_1_170?keywords=multivitamin+for+kids&qid=1660952896&sr=8-170
206,"Jamieson Multivitamin for Kids, 60 chewable tabs",1,5.0,29.99,https://www.amazon.com/Jamieson-Multivitamin-Kids-chewable-tabs/dp/B01K482FM8/ref=sr_1_171?keywords=multivitamin+for+kids&qid=1660952896&sr=8-171
207,"Garden of Life Multivitamin for Women, Men & Kids Age 6 and up, Vitamin Code Family Multi - 120 Vegetarian Capsules, Whole Food Vitamins, Food Blend & Probiotics, Gluten Free Dietary Supplements",796,4.8,32.19,https://www.amazon.com/Garden-Life-Family-Multivitamin-Supplement/dp/B00280M10C/ref=sr_1_172?keywords=multivitamin+for+kids&qid=1660952896&rdc=1&sr=8-172
208,"Noor Vitamins Kids Formula Daily Chewable Multivitamin: Essential Vitamins For Immune, Bone & Eye Health with Iron - Non GMO & Gluten Free - Halal Vitamins 60 Count (2 Month Supply)",354,4.5,14.49,https://www.amazon.com/NoorVitamins-Childrens-Chewable-Multivitamins-Iron/dp/B005E9O5IU/ref=sr_1_173?keywords=multivitamin+for+kids&qid=1660952896&sr=8-173
209,"Trace Minerals Kids Multi-Vitamin/Mineral Supplement, Great Tasting Childrens Vitamin, Fast-Absorbing Liquid Formula, Citrus Punch, 8-Ounce Bottle, 72 Ionic Minerals, Healthy Bones, Immunity (1)",234,4.3,17.99,https://www.amazon.com/Trace-Minerals-Multi-Vitamin-Supplement-Fast-Absorbing/dp/B000JKVCBM/ref=sr_1_174?keywords=multivitamin+for+kids&qid=1660952896&sr=8-174
210,"ChildLife Essentials Multi Vitamin & Mineral, Natural Orange/Mango Flavor - Gluten Free, Alcohol Free, Casein Free, Non-GMO - 8 fl. oz (Pack of 3)",718,4.7,33.99,https://www.amazon.com/Child-Multi-Vitamin-Mineral-8-Ounce/dp/B07DF7RM2S/ref=sr_1_175?keywords=multivitamin+for+kids&qid=1660952896&sr=8-175
211,"Emergen-C Vitamin C Gummies, Dietary Supplement for Immune Support, Tangerine, Watermelon and Sour Apple Flavor - 45 Count x 2 (Pack of 2)",229,4.7,24.95,https://www.amazon.com/Emergen-C-Vitamin-Supplement-Tangerine-Watermelon/dp/B09WYC184R/ref=sr_1_176?keywords=multivitamin+for+kids&qid=1660952896&sr=8-176
212,"Flintstones Chewable Kids Vitamins, Complete Multivitamin for Kids and Toddlers with Iron, Calcium, Vitamin C, Vitamin D & more, 180ct","14,079",4.6,16.79,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A00861213HIWZUWPAC5M9&url=%2FFlintstones-Vitamins-Childrens-Multivitamin-Supplement%2Fdp%2FB0771WL4SD%2Fref%3Dsr_1_177_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952896%26rdc%3D1%26sr%3D8-177-spons%26psc%3D1&qualifier=1660952896&id=2155499946219675&widgetName=sp_mtf
213,"Whole Fruit Gummy Vitamins for Kids No Added Sugar, Vegan Kids Multivitamin Gummies, Plant Based Multivitamin for Kids, Whole Foods Toddler Vitamins, Organic Kids Vitamins Chewable 60 Bites Strawberry","1,772",4.3,25.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0190492YIWV2GJWIOY7&url=%2FMultivitamin-Organic-Plant-Based-Vitamins-Strawberry%2Fdp%2FB07PB657SW%2Fref%3Dsr_1_178_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952896%26sr%3D8-178-spons%26psc%3D1%26smid%3DA14M046EBK0J2H&qualifier=1660952896&id=2155499946219675&widgetName=sp_mtf
214,"Nordic Naturals Nordic Berries, Cherry Berry - 120 Gummy Berries - Great-Tasting Multivitamin for Ages 2+ - Growth, Development, Optimal Wellness - Non-GMO, Vegetarian - 30 Servings",486,4.5,21.56,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0802359392329HAVWFR8&url=%2FNordic-Naturals-Berries-Multivitamin-Gummies%2Fdp%2FB01LTHMG3Q%2Fref%3Dsr_1_179_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952896%26sr%3D8-179-spons%26psc%3D1&qualifier=1660952896&id=2155499946219675&widgetName=sp_mtf
215,"Kids Vitamins. Unflavored & Tasteless Liquid Kids Multivitamin. Sugar Free 14-in-1 Vegan Supplement Drops for Kids, Children, Teens. Mix in Juice, Milk, Or Water and Your Kids Won't Even Taste It!",6,3.5,15.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A00712147ULTKR3WFA5D&url=%2FVitamins-Unflavored-Tasteless-Multivitamin-Supplement%2Fdp%2FB0B15PCP4W%2Fref%3Dsr_1_180_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952896%26sr%3D8-180-spons%26psc%3D1&qualifier=1660952896&id=2155499946219675&widgetName=sp_mtf
216,Forever Kids® Pack of 2,69,4.6,25.76,https://www.amazon.com/Forever-Living-Kids-Multivitamins-240/dp/B07MC5Y29R/ref=sr_1_181?keywords=multivitamin+for+kids&qid=1660952896&sr=8-181
217,Kirkman - Children's Chewable Multivitamin & Mineral Wafers - 120 Tablets - Potent Broad Spectrum Vitamin/Mineral Supplement - with Coenzyme Q-10 (CoQ10) - Natural Mango Peach Flavor,103,4.7,19.55,https://www.amazon.com/Kirkman-Childrens-Chewable-Multi-Vitamin-Mineral/dp/B00CJS7L58/ref=sr_1_182?keywords=multivitamin+for+kids&qid=1660952896&sr=8-182
218,"Dr. Amy Myers Kids Multivitamin Chewable for Optimal Health - Activated B Vitamins, Zinc, Selenium, Iodine + More - 23 Vitamins & Minerals, Gluten Free - Berry Flavor, 120 Tablets",41,4.5,49.97,https://www.amazon.com/Amy-Myers-Multivitamin-Chewable-Optimal/dp/B08HSM45KK/ref=sr_1_183?keywords=multivitamin+for+kids&qid=1660952896&sr=8-183
219,"NaturesPlus Animal Parade Source of Life Children's Chewable Multivitamin - Grape Flavor - 180 Animal Shaped Tablets - Promotes Health and Wellbeing - Vegetarian, Gluten-Free - 90 Servings",413,4.7,25.99,https://www.amazon.com/Natures-Plus-Childrens-Chewable-Multivitamin/dp/B00028NCHI/ref=sr_1_184?keywords=multivitamin+for+kids&qid=1660952896&sr=8-184
220,"NaturesPlus Animal Parade Source of Life Children's Chewable Multivitamin - 90 Animal Shaped Tablets - Natural Assorted Flavors - Vegetarian , Gluten-Free - 45 Servings",437,4.7,15.95,https://www.amazon.com/NaturesPlus-Animal-Childrens-Chewable-Multivitamin/dp/B00014DT8K/ref=sr_1_185?keywords=multivitamin+for+kids&qid=1660952896&sr=8-185
221,"NOW Supplements, Kid Vits Berry Blast, Sweetened with Xylitol, 120 Round Shaped Chewables, packaging may vary",47,4.1,12.34,https://www.amazon.com/NOW-Vits-Berry-Blast-Chewables/dp/B000FFQP5O/ref=sr_1_186_mod_primary_new?keywords=multivitamin+for+kids&qid=1660952896&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-186
222,NaturesPlus Animal Parade Source of Life Gold Children's Multivitamin - Natural Cherry Flavor - 90 Animal Shaped Tablets (45 Servings),329,4.7,15.95,https://www.amazon.com/Natures-Plus-Animal-Parade-Cherry/dp/B00GSKLQYK/ref=sr_1_187?keywords=multivitamin+for+kids&qid=1660952896&sr=8-187
223,Kids Multivitamin Gummies & Liquid Iron for Children Ages 1-3 Bundle by MaryRuth | Made with Organic Ingredients | Immune Support | Iron Supplement for Toddlers | Vegan | Non-GMO | Gluten Free.,5,5.0,41.52,https://www.amazon.com/Multivitamin-Children-MaryRuth-Ingredients-Supplement/dp/B09XCCNBCR/ref=sr_1_188?keywords=multivitamin+for+kids&qid=1660952896&sr=8-188
224,"Flintstones Children's Complete Multivitamin Gummies, 70 Count",720,4.8,7.39,https://www.amazon.com/Flintstones-Childrens-Multivitamins-Supplement-Vitamins/dp/B00BV47LPG/ref=sr_1_189_f3_0o_fs?keywords=multivitamin+for+kids&qid=1660952896&sr=8-189
225,"MaryRuth's Kids Sleep Gummies | Sugar Free | NO Melatonin Gummies with L Theanine, Lemon Balm, Chamomile, Vitamin B6 | Relaxation & Sleep Support for Kids 2+ | Vegan | Non-GMO | Gluten Free | 60 Count",101,3.2,24.95,https://www.amazon.com/MaryRuths-Melatonin-Theanine-Chamomile-Relaxation/dp/B09ZZCH83L/ref=sr_1_190?keywords=multivitamin+for+kids&qid=1660952896&sr=8-190
226,"Passion 4 Life Mega Liquid Multivitamins, Trace Minerals, Amino Acids, Turmeric for Adults, Men, Women, Teens, Kids, Non-GMO, No Soy, No Dairy","2,746",4.5,39.97,https://www.amazon.com/Passion-Life-Multivitamins-Minerals-Depression/dp/B004Z3M9QG/ref=sr_1_191?keywords=multivitamin+for+kids&qid=1660952896&sr=8-191
227,"Focus Factor Kids Extra Strength Daily Chewable for Brain Health Support, 120 Count – Vitamins for Kids - Quality Formula – Gluten & Dairy Free Supplements for Children – No Artificial Sweetener","7,337",4.2,24.99,https://www.amazon.com/Focus-Factor-Strength-Complete-Vitamins/dp/B074WZLRKZ/ref=sr_1_192?keywords=multivitamin+for+kids&qid=1660952896&sr=8-192
228,"DrFormulas Multivitamin Gummies with Omega 3 and Probiotics for Kids and Adults with Vitamin C | Nexabiotic with Vitamin A, C, D3, E, B6, B12, and Zinc, Biotin, Folate | Kosher Vegetarian, 120 Count",514,4.5,19.53,https://www.amazon.com/DrFormulas-Multivitamins-Nexabiotic-Methylcobalamin-Vegetarian/dp/B01NH571ZY/ref=sr_1_193?keywords=multivitamin+for+kids&qid=1660952896&sr=8-193
229,"NaturesPlus Animal Parade Source of Life Gold Children's Multivitamin - Cherry Flavor - 120 Chewable Animal Shaped Tablets - Vegetarian, Gluten-Free - 60 Servings",289,4.7,27.18,https://www.amazon.com/Natures-Plus-Animal-Childrens-Multivitamin/dp/B00427OPZI/ref=sr_1_194?keywords=multivitamin+for+kids&qid=1660952896&sr=8-194
230,"Klaire Labs VitaSpectrum Powder for Kids - Daily Children's Multivitamin/Mineral with 23 Essential Nutrients - Citrus Flavor - No Copper, Iron, Gluten or Casein (30 Servings, 171 Grams)",294,3.8,39.99,https://www.amazon.com/Klaire-Labs-VitaSpectrum-Powder-Citrus/dp/B0062EK79W/ref=sr_1_195?keywords=multivitamin+for+kids&qid=1660952896&sr=8-195
231,"Whole Fruit Prebiotic and Probiotic Gummies for Kids - No Added Sugar, Vegan Organic Probiotics for Kids - Gut, Immunity, 2 Billion CFU Toddler Probiotic Gummies - 60 Gummies (30 Days) (Peach Mango)",564,4.4,none,https://www.amazon.com/Whole-Fruit-Gummy-Prebiotics-Probiotics/dp/B081TTNDBK/ref=sr_1_196?keywords=multivitamin+for+kids&qid=1660952896&sr=8-196
232,Lifeable Iron for Kids – with Vitamin C – 10 mg – Great Tasting Natural Flavor Gummy Supplement – Gluten Free Vegetarian GMO-Free Chewable – for Iron Deficiency – for Children – 90 Gummies,651,4.1,17.49,https://www.amazon.com/Lifeable-Iron-Kids-Supplement-Vegetarian/dp/B08NWFDLPN/ref=sr_1_197?keywords=multivitamin+for+kids&qid=1660952896&sr=8-197
233,"Whole Fruit Sambucus Elderberry Gummies for Kids - No Added Sugar, Vegan, Kids Immune Support Gummies - Organic Elderberry Gummies with Zinc and Vitamin C plus Beta Glucan - 60 Gummies (30 Day Supply)",201,4.5,23.95,https://www.amazon.com/Llama-Naturals-Elderberry-Sweeteners-Synthetics/dp/B08M6969SY/ref=sr_1_198?keywords=multivitamin+for+kids&qid=1660952896&sr=8-198
234,2 - Olly Kids Mighty Immunity Chewies New,66,4.5,37.60,https://www.amazon.com/Olly-Kids-Mighty-Immunity-Chewies/dp/B075WYX4JH/ref=sr_1_199?keywords=multivitamin+for+kids&qid=1660952896&sr=8-199
235,Multivitamin Gummies for Women Men and Kids Packed with Daily Vitamins & Minerals for Optimal Healthy Bodies,"4,225",4.6,19.49,https://www.amazon.com/Premium-Multivitamin-Gummies-Men-Women/dp/B07CJNBMP5/ref=sr_1_200?keywords=multivitamin+for+kids&qid=1660952896&sr=8-200
236,"Flintstones SuperBeans, Kids Multivitamin with Immunity Support with Vitamins A, D, Iodine & Zinc to Support Healthy Growth, Fruit Flavored, Vegetarian, Jelly Bean Chews, 90 Count (Packaging may vary)","1,338",4.6,9.97,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A0712964AETOE1VY43XW&url=%2FFlintstones-SuperBeans-Multivitamin-Vitamins-Development%2Fdp%2FB08X8FSL6C%2Fref%3Dsr_1_201_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952896%26rdc%3D1%26sr%3D8-201-spons%26psc%3D1&qualifier=1660952896&id=2155499946219675&widgetName=sp_btf
237,"L'il Critters Kids Calcium Gummy Bears with Vitamin D3 , 150ct","6,516",4.7,12.77,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A10019561J69DCEIDAG5X&url=%2FLil-Critters-Calcium-Vitamin-Supplement%2Fdp%2FB00421MNIU%2Fref%3Dsr_1_202_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952896%26sr%3D8-202-spons%26psc%3D1&qualifier=1660952896&id=2155499946219675&widgetName=sp_btf
238,Kids Vitamins by MaryRuth's | Sugar Free | 2 Month Supply | Kids Multivitamin Gummies with Organic Ingredients | Multivitamin for Kids | Vitamins for Kids | Vegan | Non-GMO | Gluten Free | 60 Count,"8,316",4.7,29.95,https://www.amazon.com/gp/bestsellers/hpc/16225031/ref=sr_bs_58_16225031_1
239,"Flintstones Vitamins Chewable Kids Vitamins with Iron with Upgraded Formula Multivitamin for Kids & Toddlers, 160 Count","12,874",4.7,45.59,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A0849218E3WUNG8MR1Z6&url=%2FFlintstones-Vitamins-Chewable-Upgraded-Multivitamin%2Fdp%2FB08NGF3M6M%2Fref%3Dsr_1_204_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952896%26rdc%3D1%26sr%3D8-204-spons%26psc%3D1&qualifier=1660952896&id=2155499946219675&widgetName=sp_btf
240,"Centrum Kids Multivitamin Gummies, Tropical Punch Flavor Made with Natural Flavors, 110 Count, 110 Day Supply",353,4.8,10.47,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzE0MTExNTExMDQ3NTQzOjE2NjA5NTI5MTE6c3BfYXRmX25leHQ6MjAwMDQ5Mjc4MTk3MDk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FCentrum-Multivitamin-Gummies-Tropical-Natural%2Fdp%2FB09WYRNPLJ%2Fref%3Dsr_1_193_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952911%26sr%3D8-193-spons%26psc%3D1
241,"SmartyPants Teen Guy Formula, Daily Multivitamin Gummies: Vitamins C, B12, K, Zinc, & Biotin for Immune Support, Energy, Skin & Hair Support, Assorted Fruit Flavor, 120 Gummies (30 Day Supply)","11,302",4.5,16.37,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzE0MTExNTExMDQ3NTQzOjE2NjA5NTI5MTE6c3BfYXRmX25leHQ6MjAwMDMyNjA2MjE4Nzk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FSmartyPants-Complete-Daily-Gummy-Vitamins%2Fdp%2FB0741FTPXD%2Fref%3Dsr_1_194_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952911%26sr%3D8-194-spons%26psc%3D1
242,"ChildLife Essentials, Kids Liquid Multivitamin and Mineral Supplement - Liquid Vitamins for Kids, All-Natural, Gluten-Free, Non-GMO - Natural Orange & Mango Flavor, 8 Ounce Bottle (Pack of 2)","1,291",4.6,26.95,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzE0MTExNTExMDQ3NTQzOjE2NjA5NTI5MTE6c3BfYXRmX25leHQ6MjAwMDI2ODYxNDkzOTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FChildlife-Vitamin-Mineral-Natural-Orange%2Fdp%2FB012ETVGD4%2Fref%3Dsr_1_195_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952911%26sr%3D8-195-spons%26psc%3D1
243,MaryRuth's L Theanine 200mg Liquid Drops | L-Theanine + Organic Glycerin | Stress Relief for Adults & Kids | Focus Supplement | Natural Sleep Support | Vegan | Non-GMO | Gluten Free | 30 Servings,55,4.6,24.95,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzE0MTExNTExMDQ3NTQzOjE2NjA5NTI5MTE6c3BfYXRmX25leHQ6MjAwMDUzMjg5NTU4OTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FMaryRuths-Theanine-L-Theanine-Glycerin-Supplement%2Fdp%2FB09YKGM7N5%2Fref%3Dsr_1_196_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952911%26sr%3D8-196-spons%26psc%3D1%26smid%3DA3V1QNHQ2M2TBN
244,"Hi-Health Kids Multivitamin Gummies, Plant Based, Gluten-Free, Natural Fruit Flavors, 60 Gummies",1,5.0,17.99,https://www.amazon.com/Hi-Health-Multivitamin-Gummies-Gluten-Free-Natural/dp/B0B11S7CSM/ref=sr_1_197?keywords=multivitamin+for+kids&qid=1660952911&sr=8-197
245,"Whole Food Multivitamin for Teens (Boys & Girls) Kids & Children Plant Based with 62 Superfoods Raw Veggies, Fruits Vitamin Complex Supplement Vegan & Vegetarian 60 Capsules",345,4.6,20.99,https://www.amazon.com/Multivitamin-Children-Superfoods-Supplement-Vegetarian/dp/B087CB8NTB/ref=sr_1_198?keywords=multivitamin+for+kids&qid=1660952911&sr=8-198
246,"Nature's Bounty Multi Jelly Beans, with Zinc, Biotin, Vitamins A, D, E, K, Daily Support for Whole Body Health, Strawberry-Lemonade Flavor, 120 Count","1,773",4.6,13.28,https://www.amazon.com/Natures-Bounty-Multivitamin-Strawberry-Lemonade-Flavor/dp/B09FNSJFFK/ref=sr_1_199?keywords=multivitamin+for+kids&qid=1660952911&sr=8-199
247,"Kids Multivitamin + Immunity Gummies Bundle by MaryRuth's | Kids Sugar Free Multivitamin Gummies, 60ct | Immunity 5-in-1 Gummies for Kids & Adults, 90ct | Vegan, Non-GMO, Gluten Free",149,4.8,47.92,https://www.amazon.com/Multivitamin-Immunity-Gummies-MaryRuths-Non-GMO/dp/B08LPCRD2V/ref=sr_1_200?keywords=multivitamin+for+kids&qid=1660952911&sr=8-200
248,"Kids Immune Support with Vitamin C Gummies, Zinc, and Echinacea - Tasty Chewables for Children - Natural Ingredients, Non-GMO & Vegan - 90 Gummy Bears",283,4.7,12.82,https://www.amazon.com/Immune-Support-Gummies-Vitamins-Echinacea/dp/B08LK3X67B/ref=sr_1_201?keywords=multivitamin+for+kids&qid=1660952911&sr=8-201
249,"Metabolic Maintenance Little One - Children's Multivitamin with Iron, Kids 6-12 yrs - Active B Vitamins, Minerals + Vitamin D for Immune + Bone Health (90 Small Sized Capsules)",62,4.0,36.22,https://www.amazon.com/Metabolic-Maintenance-Childrens-Multivitamin-Capsules/dp/B004FS1PB6/ref=sr_1_202?keywords=multivitamin+for+kids&qid=1660952911&sr=8-202
250,GNC milestones Kids Multi Gummy,96,4.6,11.88,https://www.amazon.com/GNC-milestones-Kids-Multi-Gummy/dp/B092HJSP38/ref=sr_1_203?keywords=multivitamin+for+kids&qid=1660952911&sr=8-203
251,"OLLY Kids Multivitamin + Probiotic Gummy, Vitamins A, C, D, E, B, Zinc, Probiotics, Chewable Supplement, Berry Flavor, 70 Count (3 Pack)",34,4.9,58.27,https://www.amazon.com/Multivitamin-Probiotic-Vitamins-Probiotics-Supplement/dp/B08DMNQKQK/ref=sr_1_204?keywords=multivitamin+for+kids&qid=1660952911&sr=8-204
252,"SmartyPants Kids Formula & Fiber Daily Gummy Vitamins: Gluten Free, Multivitamin & Omega 3 Fish Oil (Dha/Epa), Fiber, Methyl B12, vitamin D3, Vitamin B6, 90 Count (22 Day Supply) - Packaging May Vary",271,4.7,14.66,https://www.amazon.com/SmartyPants-Complete-Fiber-Gummy-Vitamins/dp/B01M69YDVP/ref=sr_1_205?keywords=multivitamin+for+kids&qid=1660952911&sr=8-205
253,"Vegan Liquid Immunity Plus Multivitamin with Antioxidants - Vitamin A B C D3 E K, Zinc, MSM, Amino Acids, Trace Minerals, for Immune Support - Non GMO for Adults and Kids - Strawberry 32oz",185,4.5,26.85,https://www.amazon.com/Immunity-Multivitamin-Antioxidants-Vitamin-Minerals/dp/B08N88LJQL/ref=sr_1_206?keywords=multivitamin+for+kids&qid=1660952911&sr=8-206
254,"Salaam Nutritionals - Multivitamins, Multivitamins for Kids, Gummy Vitamins with 13 Essential Vitamins + Minerals, Bone and Immunity Support, 90 Count, 1 Pack","1,037",4.7,19.99,https://www.amazon.com/Salaam-Nutritionals-Childrens-Halal-Multivitamins/dp/B00V20MP4Q/ref=sr_1_207?keywords=multivitamin+for+kids&qid=1660952911&sr=8-207
255,"Gerber Grow Mighty Kids Multivitamin Gummies, 60 Count (Pack of 3)","2,021",4.5,25.47,https://www.amazon.com/Gerber-Mighty-Complete-Gummy-Multivitamin/dp/B08B9N6SHR/ref=sr_1_208?keywords=multivitamin+for+kids&qid=1660952911&sr=8-208
